practice_id,activity
MEA02.04,2. Consider related enterprise risk to establish thresholds for escalation of control exceptions and breakdowns.
MEA02.04,"3. Communicate procedures for escalation of control exceptions, root cause analysis, and reporting to process owners and IT stakeholders."
MEA02.04,4. Decide which control exceptions should be communicated to the individual responsible for the function and which exceptions should be escalated. Inform affected process owners and stakeholders.
MEA02.04,5. Follow up on all exceptions to ensure that agreed-on actions have been addressed.
MEA02.04,"6. Identify, initiate, track and implement remedial actions arising from control assessments and reporting."
MEA02.05,"1. Establish adherence to applicable codes of ethics and standards (e.g., Code of Professional Ethics of ISACA) and (industry- and geography-specific) assurance standards, e.g., IT Audit and Assurance Standards of ISACA and the International Auditing and Assurance Standards Board’s (IAASB’s) International Framework for Assurance Engagements (IAASB Assurance Framework)."
MEA02.05,2. Establish independence of assurance providers.
MEA02.05,3. Establish competency and qualification of assurance providers.
MEA02.06,1. Determine the intended users of the assurance initiative output and the object of the review.
MEA02.06,2. Perform a high-level risk assessment and/or assessment of process capability to diagnose risk and identify critical IT processes.
